locus tag	organism	pan locus tag	new symbol	type	symbol	synonym	product	essential	Gene ID	EC	TIGRFAM Meta Role	TIGRFAM Main Role	TIGRFAM Sub Role	TIGRFAM function	TIGRFAM	TIGRFAM HMM score	effector	interaction partners	PSORTb	LocateP	SignalP	transmembrane helices	protein GI	UniProt
SAOUHSC_00215	S. aureus NCTC8325	SAUPAN001117000	SAOUHSC_00215	CDS	SAOUHSC_00215		PTS system transporter	no	3920291		"Metabolism; Signal transduction"	"Transport and binding proteins; Signal transduction"	"Carbohydrates, organic alcohols, and acids; PTS"	PTS system, lactose/cellobiose family IIB component	TIGR00853	29.2			Cytoplasmic	Intracellular	signal peptide predicted	0	88194023	Q2G2B6
SAOUHSC_00216	S. aureus NCTC8325	SAUPAN001119000	SAOUHSC_00216	CDS	SAOUHSC_00216		PTS system transporter	no	3920292		"Metabolism; Signal transduction"	"Transport and binding proteins; Signal transduction"	"Carbohydrates, organic alcohols, and acids; PTS"	PTS system, galactitol-specific IIC component	TIGR00827	641		"SAOUHSC_00530; SAOUHSC_00796; SAOUHSC_00799; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01232; SAOUHSC_01418; SAOUHSC_01683; SAOUHSC_01757; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_02441; SAOUHSC_02492; SAOUHSC_02506"	Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	9	88194024	Q2G2C8
SAOUHSC_00217	S. aureus NCTC8325	SAUPAN001120000	SAOUHSC_00217	CDS	SAOUHSC_00217		sorbitol dehydrogenase	no	3920293	1.1.1.14	Metabolism	Energy metabolism	Amino acids and amines	L-threonine 3-dehydrogenase	TIGR00692	220.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194025	Q2G2C7
SAOUHSC_00218	S. aureus NCTC8325	SAUPAN001121000	SAOUHSC_00218	CDS	SAOUHSC_00218		hypothetical protein	no	3920294										no significant prediction	N-terminally anchored (No CS)	no predicted signal peptide	1	88194026	Q2G2C6
SAOUHSC_00219	S. aureus NCTC8325	SAUPAN001122000	SAOUHSC_00219	CDS	SAOUHSC_00219		hypothetical protein	no	3920295		Metabolism	Energy metabolism	Amino acids and amines	L-threonine 3-dehydrogenase	TIGR00692	198.1			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194027	Q2G2C5
SAOUHSC_00235	S. aureus NCTC8325	SAUPAN001145000	SAOUHSC_00235	CDS	SAOUHSC_00235		hypothetical protein	no	3919255					PTS system, beta-glucoside-specific IIABC component	TIGR01995	170.1			Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194042	Q2G1B0
SAOUHSC_00237	S. aureus NCTC8325	SAUPAN001152000	SAOUHSC_00237	CDS	SAOUHSC_00237		hypothetical protein	no	3919257		Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	ubiquinone/menaquinone biosynthesis methyltransferase	TIGR01934	58.6			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194044	Q2G1A8
SAOUHSC_00238	S. aureus NCTC8325	SAUPAN001153000	SAOUHSC_00238	CDS	SAOUHSC_00238		hypothetical protein	no	3919258										Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194045	Q2G1A7
SAOUHSC_00243	S. aureus NCTC8325	SAUPAN001158000	SAOUHSC_00243	CDS	SAOUHSC_00243		NADH dehydrogenase subunit	no	3919263										no significant prediction	Intracellular	no predicted signal peptide	0	88194050	Q2G1A2
SAOUHSC_00244	S. aureus NCTC8325	SAUPAN001159000	SAOUHSC_00244	CDS	SAOUHSC_00244		hypothetical protein	no	3919264										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194051	Q2G1A1
SAOUHSC_00245	S. aureus NCTC8325	SAUPAN001160000	SAOUHSC_00245	CDS	SAOUHSC_00245		putative transposase	no	3919265										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194052	Q2G1A0
SAOUHSC_00246	S. aureus NCTC8325	SAUPAN001161000	SAOUHSC_00246	CDS	SAOUHSC_00246		drug transporter	no	3919266		"Cellular processes; Metabolism"	"Cellular processes; Transport and binding proteins"	"Toxin production and resistance; Other"	drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family	TIGR00711	133.3			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	14	88194053	Q2G199
SAOUHSC_00247	S. aureus NCTC8325	SAUPAN001162000	SAOUHSC_00247	CDS	SAOUHSC_00247		hypothetical protein	no	3919267										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194054	Q2G198
SAOUHSC_00249	S. aureus NCTC8325	SAUPAN001164000	SAOUHSC_00249	CDS	SAOUHSC_00249		hypothetical protein	no	3919269		Metabolism	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system	TIGR03864	143.2			Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194056	Q2G196
SAOUHSC_00250	S. aureus NCTC8325	SAUPAN001165000	SAOUHSC_00250	CDS	SAOUHSC_00250		hypothetical protein	no	3919270					YhgE/Pip N-terminal domain	TIGR03061	15			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	5	88194057	Q2G195
SAOUHSC_00251	S. aureus NCTC8325	SAUPAN001166000	SAOUHSC_00251	CDS	SAOUHSC_00251		hypothetical protein	no	3919271										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194058	Q2G194
SAOUHSC_00253	S. aureus NCTC8325	SAUPAN001168000	SAOUHSC_00253	CDS	SAOUHSC_00253		hypothetical protein	no	3919272										no significant prediction	N-terminally anchored (No CS)	no predicted signal peptide	1	88194059	Q2G193
SAOUHSC_00254	S. aureus NCTC8325	SAUPAN001171000	SAOUHSC_00254	CDS	SAOUHSC_00254		hypothetical protein	no	3919196		Metabolism	Energy metabolism	Photosynthesis	cytochrome b559, alpha subunit	TIGR01332	11.9			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194060	Q2G192
SAOUHSC_00255	S. aureus NCTC8325	SAUPAN001173000	SAOUHSC_00255	CDS	SAOUHSC_00255		hypothetical protein	no	3919197		Cell structure	Cell envelope	Other	LPXTG cell wall anchor domain	TIGR01167	9.3			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194061	Q2G191
SAOUHSC_00256	S. aureus NCTC8325	SAUPAN001174000	SAOUHSC_00256	CDS	SAOUHSC_00256		hypothetical protein	no	3919198										Extracellular	Secretory(released) (with CS)	signal peptide predicted	0	88194062	Q2G190
SAOUHSC_00270	S. aureus NCTC8325	SAUPAN001210000	SAOUHSC_00270	CDS	SAOUHSC_00270		hypothetical protein	no	3919211										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194075	Q2G177
SAOUHSC_00271	S. aureus NCTC8325	SAUPAN001211000	SAOUHSC_00271	CDS	SAOUHSC_00271		hypothetical protein	no	3919212										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194076	Q2G176
SAOUHSC_00272	S. aureus NCTC8325	SAUPAN001197000	SAOUHSC_00272	CDS	SAOUHSC_00272		hypothetical protein	no	3919213										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	2	88194077	Q2G175
SAOUHSC_00274	S. aureus NCTC8325	SAUPAN001202000	SAOUHSC_00274	CDS	SAOUHSC_00274		hypothetical protein	no	3919214					conserved hypothetical protein	TIGR01741	275.1			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194078	Q2G2Q9
SAOUHSC_00277	S. aureus NCTC8325	SAUPAN000541000	SAOUHSC_00277	CDS	SAOUHSC_00277		hypothetical protein	no	3918961					conserved hypothetical protein	TIGR01741	250.1			no significant prediction	Intracellular	no predicted signal peptide	0	88194081	Q2G2Q6
SAOUHSC_00278	S. aureus NCTC8325	SAUPAN001201000	SAOUHSC_00278	CDS	SAOUHSC_00278		hypothetical protein	no	3918962					conserved hypothetical protein	TIGR01741	285			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194082	Q2G2Q5
SAOUHSC_00279	S. aureus NCTC8325	SAUPAN001221000	SAOUHSC_00279	CDS	SAOUHSC_00279		hypothetical protein	no	3918963		Cell structure	Cell envelope	Surface structures	pilus (Caulobacter type) biogenesis lipoprotein CpaD	TIGR02522	13.3			Cytoplasmic	Lipid anchored	signal peptide predicted	0	88194083	Q2G174
SAOUHSC_00280	S. aureus NCTC8325	SAUPAN001222000	SAOUHSC_00280	CDS	SAOUHSC_00280		hypothetical protein	no	3918964										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	3	88194084	Q2G173
SAOUHSC_00281	S. aureus NCTC8325	SAUPAN001223000	SAOUHSC_00281	CDS	SAOUHSC_00281		hypothetical protein	no	3918965		Metabolism	Transport and binding proteins	Anions	formate/nitrite transporter	TIGR00790	128.9			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194085	Q2G172
SAOUHSC_00284	S. aureus NCTC8325	SAUPAN001228000	SAOUHSC_00284	CDS	SAOUHSC_00284		5'-nucleotidase	no	3918967		Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers; Transport and binding proteins"	"Pyridine nucleotides; Other"	5'-nucleotidase, lipoprotein e(P4) family	TIGR01533	399.1		"SAOUHSC_00187; SAOUHSC_00348; SAOUHSC_00474; SAOUHSC_00488; SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00524; SAOUHSC_00525; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00679; SAOUHSC_00767; SAOUHSC_00795; SAOUHSC_00796; SAOUHSC_00799; SAOUHSC_00878; SAOUHSC_00921; SAOUHSC_00947; SAOUHSC_01028; SAOUHSC_01035; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01208; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01246; SAOUHSC_01250; SAOUHSC_01287; SAOUHSC_01416; SAOUHSC_01418; SAOUHSC_01490; SAOUHSC_01683; SAOUHSC_01698; SAOUHSC_01755; SAOUHSC_01757; SAOUHSC_01779; SAOUHSC_01786; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01814; SAOUHSC_01819; SAOUHSC_01829; SAOUHSC_01854; SAOUHSC_02377; SAOUHSC_02441; SAOUHSC_02477; SAOUHSC_02486; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02500; SAOUHSC_02503; SAOUHSC_02505; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02508; SAOUHSC_02509; SAOUHSC_02510; SAOUHSC_02511; SAOUHSC_02512; SAOUHSC_02869; SAOUHSC_02922; SAOU"	no significant prediction	Secretory(released) (with CS)	signal peptide predicted	0	88194087	Q2G170
SAOUHSC_00285	S. aureus NCTC8325	SAUPAN001230000	SAOUHSC_00285	CDS	SAOUHSC_00285		hypothetical protein	no	3918968		Metabolism	Transport and binding proteins	Other	ABC exporter transmembrane subunit, DevC protein	TIGR01185	29.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	4	88194088	Q2G168
SAOUHSC_00287	S. aureus NCTC8325	SAUPAN001231000	SAOUHSC_00287	CDS	SAOUHSC_00287		ABC transporter ATP-binding protein	no	3918969					ABC exporter ATP-binding subunit, DevA family	TIGR02982	200.5		"SAOUHSC_00499; SAOUHSC_01451; SAOUHSC_01794; SAOUHSC_01806; SAOUHSC_02494; SAOUHSC_02969"	Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194089	Q2G167
SAOUHSC_00289	S. aureus NCTC8325	SAUPAN001232000	SAOUHSC_00289	CDS	SAOUHSC_00289		hypothetical protein	no	3918970										no significant prediction	Intracellular	no predicted signal peptide	0	88194090	Q2G166
SAOUHSC_00290	S. aureus NCTC8325	SAUPAN001233000	SAOUHSC_00290	CDS	SAOUHSC_00290		hypothetical protein	no	3918971										Cytoplasmic Membrane	Multi-transmembrane(Lipid modified N-termini)	no predicted signal peptide	8	88194091	Q2G165
SAOUHSC_00291	S. aureus NCTC8325	SAUPAN001234000	SAOUHSC_00291	CDS	SAOUHSC_00291		PfkB family carbohydrate kinase	no	3918972		Metabolism	Energy metabolism	Sugars	ribokinase	TIGR02152	99.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194092	Q2G164
SAOUHSC_00293	S. aureus NCTC8325	SAUPAN001237000	SAOUHSC_00293	CDS	SAOUHSC_00293		hypothetical protein	no	3918974		Metabolism	Transport and binding proteins	Nucleosides, purines and pyrimidines	nucleoside transporter, NupC family	TIGR00804	353.6			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	8	88194094	Q2G162
SAOUHSC_00299	S. aureus NCTC8325	SAUPAN001243000	SAOUHSC_00299	CDS	SAOUHSC_00299		hypothetical protein	no	3919526		Cellular processes	Cellular processes	Sporulation and germination	sporulation integral membrane protein YlbJ	TIGR02871	28.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	12	88194100	Q2G156
SAOUHSC_00301	S. aureus NCTC8325	SAUPAN001851000	SAOUHSC_00301	CDS	SAOUHSC_00301		hypothetical protein	no	3919528										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194102	Q2G154
SAOUHSC_00302	S. aureus NCTC8325	SAUPAN001852000	SAOUHSC_00302	CDS	SAOUHSC_00302		hypothetical protein	no	3919529					mycofactocin system FadH/OYE family oxidoreductase 2	TIGR03997	148.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194103	Q2G153
SAOUHSC_00303	S. aureus NCTC8325	SAUPAN001854000	SAOUHSC_00303	CDS	SAOUHSC_00303		hypothetical protein	no	3919530										Extracellular	Intracellular	no predicted signal peptide	0	88194104	Q2G152
SAOUHSC_00304	S. aureus NCTC8325	SAUPAN001855000	SAOUHSC_00304	CDS	SAOUHSC_00304		hypothetical protein	no	3919531			Unknown function	Enzymes of unknown specificity	luciferase family oxidoreductase, group 1	TIGR03558	349.6			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194105	Q2G151
SAOUHSC_00306	S. aureus NCTC8325	SAUPAN001857000	SAOUHSC_00306	CDS	SAOUHSC_00306		hypothetical protein	no	3919533										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194107	Q2G149
SAOUHSC_00309	S. aureus NCTC8325	SAUPAN001862000	SAOUHSC_00309	CDS	SAOUHSC_00309		hypothetical protein	no	3919536					hopanoid-associated sugar epimerase	TIGR03466	119.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194110	Q2G146
SAOUHSC_00311	S. aureus NCTC8325	SAUPAN001864000	SAOUHSC_00311	CDS	SAOUHSC_00311		hypothetical protein	no	3919538										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194112	Q2G144
SAOUHSC_00312	S. aureus NCTC8325	SAUPAN001865000	SAOUHSC_00312	CDS	SAOUHSC_00312		hypothetical protein	no	3919539		"Metabolism; Signal transduction"	"Transport and binding proteins; Signal transduction"	"Carbohydrates, organic alcohols, and acids; PTS"	PTS system, fructose subfamily, IIA component	TIGR00848	32.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194113	Q2G143
SAOUHSC_00313	S. aureus NCTC8325	SAUPAN001866000	SAOUHSC_00313	CDS	SAOUHSC_00313		hypothetical protein	no	3919540		"Metabolism; Signal transduction"	"Transport and binding proteins; Signal transduction"	"Carbohydrates, organic alcohols, and acids; PTS"	PTS system, fructose subfamily, IIA component	TIGR00848	27.5			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194114	Q2G142
SAOUHSC_00318	S. aureus NCTC8325	SAUPAN001874000	SAOUHSC_00318	CDS	SAOUHSC_00318		hypothetical protein	no	3919584		Metabolism	Energy metabolism	Other	catechol 2,3 dioxygenase	TIGR03211	28.6			no significant prediction	Intracellular	no predicted signal peptide	0	88194119	Q2G137
SAOUHSC_00319	S. aureus NCTC8325	SAUPAN001875000	SAOUHSC_00319	CDS	SAOUHSC_00319		hypothetical protein	no	3919585					probable oxidoreductase, LLM family	TIGR03858	348.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194120	Q2G136
SAOUHSC_00320	S. aureus NCTC8325	SAUPAN001876000	SAOUHSC_00320	CDS	SAOUHSC_00320		NADPH-dependent FMN reductase	no	3919586					FMN reductase	TIGR03566	96			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194121	Q2G135
SAOUHSC_00322	S. aureus NCTC8325	SAUPAN001878000	SAOUHSC_00322	CDS	SAOUHSC_00322		hypothetical protein	no	3919587			Hypothetical proteins	Conserved	conserved hypothetical protein	TIGR00698	155.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	11	88194122	Q2G134
SAOUHSC_00323	S. aureus NCTC8325	SAUPAN001880000	SAOUHSC_00323	CDS	SAOUHSC_00323		hypothetical protein	no	3919588										Extracellular	Intracellular	no predicted signal peptide	0	88194123	Q2G133
SAOUHSC_00324	S. aureus NCTC8325	SAUPAN001881000	SAOUHSC_00324	CDS	SAOUHSC_00324		50S ribosomal protein L7 serine acetyltransferase	no	3919589					UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase	TIGR03585	43.3			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194124	Q2G132
SAOUHSC_00330	S. aureus NCTC8325	SAUPAN001891000	SAOUHSC_00330	CDS	SAOUHSC_00330		hypothetical protein	no	3919595										no significant prediction	Intracellular	no predicted signal peptide	0	88194130	Q2G126
SAOUHSC_00331	S. aureus NCTC8325	SAUPAN001892000	SAOUHSC_00331	CDS	SAOUHSC_00331		hypothetical protein	no	3919596		Signal transduction	Regulatory functions	DNA interactions	transcriptional regulator, y4mF family	TIGR03070	33.5			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194131	Q2G1V7
SAOUHSC_00332	S. aureus NCTC8325	SAUPAN001893000	SAOUHSC_00332	CDS	SAOUHSC_00332		hypothetical protein	no	3919597		Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	proteobacterial sortase system peptidoglycan-associated protein	TIGR03789	11.5			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194132	Q2G1V5
SAOUHSC_00333	S. aureus NCTC8325	SAUPAN001894000	SAOUHSC_00333	CDS	SAOUHSC_00333		ABC transporter ATP-binding protein	no	3919598					lantibiotic protection ABC transporter, ATP-binding subunit	TIGR03740	120.5			Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194133	Q2G1V4
SAOUHSC_00334	S. aureus NCTC8325	SAUPAN001895000	SAOUHSC_00334	CDS	SAOUHSC_00334		hypothetical protein	no	3919599										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	5	88194134	Q2G1V6
SAOUHSC_00335	S. aureus NCTC8325	SAUPAN001896000	SAOUHSC_00335	CDS	SAOUHSC_00335		hypothetical protein	no	3919600										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	12	88194135	Q2G1V3
SAOUHSC_00336	S. aureus NCTC8325	SAUPAN001898000	SAOUHSC_00336	CDS	SAOUHSC_00336		acetyl-CoA acyltransferase	yes	3919601	2.3.1.9	Metabolism	Fatty acid and phospholipid metabolism	Other	acetyl-CoA C-acyltransferase	TIGR01930	501.1			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194136	Q2G124
SAOUHSC_00344	S. aureus NCTC8325	SAUPAN001907000	SAOUHSC_00344	CDS	SAOUHSC_00344		hypothetical protein	no	3921817										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	3	88194143	Q2G117
SAOUHSC_00345	S. aureus NCTC8325	SAUPAN001908000	SAOUHSC_00345	CDS	SAOUHSC_00345		hypothetical protein	yes	3921818										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194144	Q2G116
SAOUHSC_00347	S. aureus NCTC8325	SAUPAN001910000	SAOUHSC_00347	CDS	SAOUHSC_00347		hypothetical protein	no	3921820										no significant prediction	Intracellular	no predicted signal peptide	0	88194146	Q2G114
SAOUHSC_00351	S. aureus NCTC8325	SAUPAN001957000	SAOUHSC_00351	CDS	SAOUHSC_00351		hypothetical protein	no	3921824										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194150	Q2G110
SAOUHSC_00352	S. aureus NCTC8325	SAUPAN001960000	SAOUHSC_00352	CDS	SAOUHSC_00352		integrase-like protein	no	3921825		Genetic information processing	"DNA metabolism; Mobile and extrachromosomal element functions"	"DNA replication, recombination, and repair; Other"	integron integrase	TIGR02249	50.7			no significant prediction	Intracellular	no predicted signal peptide	0	88194151	Q2G109
SAOUHSC_00353	S. aureus NCTC8325	SAUPAN001965000	SAOUHSC_00353	CDS	SAOUHSC_00353		hypothetical protein	no	3921826										no significant prediction	Intracellular	no predicted signal peptide	0	88194152	Q2G108
SAOUHSC_00355	S. aureus NCTC8325	SAUPAN001970000	SAOUHSC_00355	CDS	SAOUHSC_00355		hypothetical protein	no	3921828			Hypothetical proteins	Conserved	conserved hypothetical protein	TIGR01655	59.8			no significant prediction	N-terminally anchored (No CS)	no predicted signal peptide	1	88194154	Q2G106
SAOUHSC_00356	S. aureus NCTC8325	SAUPAN001971000	SAOUHSC_00356	CDS	SAOUHSC_00356		hypothetical protein	no	3921829										no significant prediction	Lipid anchored	signal peptide predicted	0	88194155	Q2G105
SAOUHSC_00357	S. aureus NCTC8325	SAUPAN001972000	SAOUHSC_00357	CDS	SAOUHSC_00357		hypothetical protein	no	3921830		Genetic information processing	Protein synthesis	tRNA and rRNA base modification	23S rRNA (adenine(2503)-C(2))-methyltransferase	TIGR00048	12.4			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194156	Q2G104
SAOUHSC_00358	S. aureus NCTC8325	SAUPAN001973000	SAOUHSC_00358	CDS	SAOUHSC_00358		hypothetical protein	no	3921831		Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	proteobacterial sortase system peptidoglycan-associated protein	TIGR03789	8.5			Cytoplasmic Membrane	Secreted via minor pathways (bacteriocin) (no CS) 	no predicted signal peptide	3	88194157	Q2G103
